Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
58.00,No,Travel_Rarely,682.00,Sales,10.00,4.00,Medical,4.00,Male,37.00,3.00,4.00,Sales Executive,3.00,Single,"13,872.00","24,409.00",0.00,No,13.00,3.00,3.00,0.00,38.00,1.00,2.00,37.00,10.00,1.00,8.00
44.00,No,Non-Travel,489.00,Research & Development,23.00,3.00,Medical,2.00,Male,67.00,3.00,2.00,Laboratory Technician,2.00,Married,"2,042.00","25,043.00",4.00,No,12.00,3.00,3.00,1.00,17.00,3.00,4.00,3.00,2.00,1.00,2.00
37.00,Yes,Travel_Rarely,807.00,Human Resources,6.00,4.00,Human Resources,3.00,Male,63.00,3.00,1.00,Human Resources,1.00,Divorced,"2,073.00","23,648.00",4.00,Yes,22.00,4.00,4.00,0.00,7.00,3.00,3.00,3.00,2.00,0.00,2.00
32.00,No,Travel_Rarely,827.00,Research & Development,1.00,1.00,Life Sciences,4.00,Male,71.00,3.00,1.00,Research Scientist,1.00,Single,"2,956.00","15,178.00",1.00,No,13.00,3.00,4.00,0.00,1.00,2.00,3.00,1.00,0.00,0.00,0.00
20.00,Yes,Travel_Frequently,871.00,Research & Development,6.00,3.00,Life Sciences,4.00,Female,66.00,2.00,1.00,Laboratory Technician,4.00,Single,"2,926.00","19,783.00",1.00,Yes,18.00,3.00,2.00,0.00,1.00,5.00,3.00,1.00,0.00,1.00,0.00
34.00,No,Travel_Rarely,665.00,Research & Development,6.00,4.00,Other,1.00,Female,41.00,3.00,2.00,Research Scientist,3.00,Single,"4,809.00","12,482.00",1.00,No,14.00,3.00,3.00,0.00,16.00,3.00,3.00,16.00,13.00,2.00,10.00
37.00,No,Non-Travel,"1,040.00",Research & Development,2.00,2.00,Life Sciences,3.00,Male,100.00,2.00,2.00,Healthcare Representative,4.00,Divorced,"5,163.00","15,850.00",5.00,No,14.00,3.00,4.00,1.00,17.00,2.00,4.00,1.00,0.00,0.00,0.00
59.00,No,Non-Travel,"1,420.00",Human Resources,2.00,4.00,Human Resources,3.00,Female,32.00,2.00,5.00,Manager,4.00,Married,"18,844.00","21,922.00",9.00,No,21.00,4.00,4.00,1.00,30.00,3.00,3.00,3.00,2.00,2.00,2.00
50.00,No,Travel_Frequently,"1,115.00",Research & Development,1.00,3.00,Life Sciences,1.00,Female,73.00,3.00,5.00,Research Director,2.00,Married,"18,172.00","9,755.00",3.00,Yes,19.00,3.00,1.00,0.00,28.00,1.00,2.00,8.00,3.00,0.00,7.00
25.00,Yes,Travel_Rarely,240.00,Sales,5.00,3.00,Marketing,3.00,Male,46.00,2.00,2.00,Sales Executive,3.00,Single,"5,744.00","26,959.00",1.00,Yes,11.00,3.00,4.00,0.00,6.00,1.00,3.00,6.00,4.00,0.00,3.00
25.00,No,Travel_Rarely,"1,280.00",Research & Development,7.00,1.00,Medical,4.00,Male,64.00,2.00,1.00,Research Scientist,4.00,Married,"2,889.00","26,897.00",1.00,No,11.00,3.00,3.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,1.00
22.00,No,Travel_Rarely,534.00,Research & Development,15.00,3.00,Medical,2.00,Female,59.00,3.00,1.00,Laboratory Technician,4.00,Single,"2,871.00","23,785.00",1.00,No,15.00,3.00,3.00,0.00,1.00,5.00,3.00,0.00,0.00,0.00,0.00
51.00,No,Travel_Frequently,"1,456.00",Research & Development,1.00,4.00,Medical,1.00,Female,30.00,2.00,3.00,Healthcare Representative,1.00,Single,"7,484.00","25,796.00",3.00,No,20.00,4.00,3.00,0.00,23.00,1.00,2.00,13.00,12.00,12.00,8.00
34.00,Yes,Travel_Frequently,658.00,Research & Development,7.00,3.00,Life Sciences,1.00,Male,66.00,1.00,2.00,Laboratory Technician,3.00,Single,"6,074.00","22,887.00",1.00,Yes,24.00,4.00,4.00,0.00,9.00,3.00,3.00,9.00,7.00,0.00,6.00
54.00,No,Non-Travel,142.00,Human Resources,26.00,3.00,Human Resources,4.00,Female,30.00,4.00,4.00,Manager,4.00,Single,"17,328.00","13,871.00",2.00,Yes,12.00,3.00,3.00,0.00,23.00,3.00,3.00,5.00,3.00,4.00,4.00
24.00,No,Travel_Rarely,"1,127.00",Research & Development,18.00,1.00,Life Sciences,2.00,Male,52.00,3.00,1.00,Laboratory Technician,3.00,Married,"2,774.00","13,257.00",0.00,No,12.00,3.00,3.00,1.00,6.00,2.00,3.00,5.00,3.00,1.00,2.00
34.00,No,Travel_Rarely,"1,031.00",Research & Development,6.00,4.00,Life Sciences,3.00,Female,45.00,2.00,2.00,Research Scientist,2.00,Divorced,"4,505.00","15,000.00",6.00,No,15.00,3.00,3.00,1.00,12.00,3.00,3.00,1.00,0.00,0.00,0.00
37.00,No,Travel_Rarely,"1,189.00",Sales,3.00,3.00,Life Sciences,3.00,Male,87.00,3.00,3.00,Sales Executive,4.00,Single,"7,428.00","14,506.00",2.00,No,12.00,3.00,1.00,0.00,12.00,3.00,3.00,5.00,3.00,1.00,3.00
34.00,No,Travel_Rarely,"1,354.00",Research & Development,5.00,3.00,Medical,3.00,Female,45.00,2.00,3.00,Manager,1.00,Single,"11,631.00","5,615.00",2.00,No,12.00,3.00,4.00,0.00,14.00,6.00,3.00,11.00,10.00,5.00,8.00
36.00,No,Travel_Frequently,"1,467.00",Sales,11.00,2.00,Technical Degree,2.00,Female,92.00,3.00,3.00,Sales Executive,4.00,Married,"9,738.00","22,952.00",0.00,No,14.00,3.00,3.00,1.00,10.00,6.00,3.00,9.00,7.00,2.00,8.00
36.00,No,Travel_Rarely,922.00,Research & Development,3.00,2.00,Life Sciences,1.00,Female,39.00,3.00,1.00,Laboratory Technician,4.00,Divorced,"2,835.00","2,561.00",5.00,No,22.00,4.00,1.00,1.00,7.00,2.00,3.00,1.00,0.00,0.00,0.00
43.00,No,Travel_Frequently,394.00,Sales,26.00,2.00,Life Sciences,3.00,Male,92.00,3.00,4.00,Manager,4.00,Married,"16,959.00","19,494.00",1.00,Yes,12.00,3.00,4.00,2.00,25.00,3.00,4.00,25.00,12.00,4.00,12.00
30.00,No,Travel_Frequently,"1,312.00",Research & Development,23.00,3.00,Life Sciences,1.00,Male,96.00,1.00,1.00,Research Scientist,3.00,Divorced,"2,613.00","22,310.00",1.00,No,25.00,4.00,3.00,3.00,10.00,2.00,2.00,10.00,7.00,0.00,9.00
33.00,No,Non-Travel,750.00,Sales,22.00,2.00,Marketing,3.00,Male,95.00,3.00,2.00,Sales Executive,2.00,Married,"6,146.00","15,480.00",0.00,No,13.00,3.00,1.00,1.00,8.00,2.00,4.00,7.00,7.00,0.00,7.00
56.00,Yes,Travel_Rarely,441.00,Research & Development,14.00,4.00,Life Sciences,2.00,Female,72.00,3.00,1.00,Research Scientist,2.00,Married,"4,963.00","4,510.00",9.00,Yes,18.00,3.00,1.00,3.00,7.00,2.00,3.00,5.00,4.00,4.00,3.00
51.00,No,Travel_Rarely,684.00,Research & Development,6.00,3.00,Life Sciences,1.00,Male,51.00,3.00,5.00,Research Director,3.00,Single,"19,537.00","6,462.00",7.00,No,13.00,3.00,3.00,0.00,23.00,5.00,3.00,20.00,18.00,15.00,15.00
31.00,Yes,Travel_Rarely,249.00,Sales,6.00,4.00,Life Sciences,2.00,Male,76.00,1.00,2.00,Sales Executive,3.00,Married,"6,172.00","20,739.00",4.00,Yes,18.00,3.00,2.00,0.00,12.00,3.00,2.00,7.00,7.00,7.00,7.00
26.00,No,Travel_Rarely,841.00,Research & Development,6.00,3.00,Other,3.00,Female,46.00,2.00,1.00,Research Scientist,2.00,Married,"2,368.00","23,300.00",1.00,No,19.00,3.00,3.00,0.00,5.00,3.00,2.00,5.00,4.00,4.00,3.00
58.00,Yes,Travel_Rarely,147.00,Research & Development,23.00,4.00,Medical,4.00,Female,94.00,3.00,3.00,Healthcare Representative,4.00,Married,"10,312.00","3,465.00",1.00,No,12.00,3.00,4.00,1.00,40.00,3.00,2.00,40.00,10.00,15.00,6.00
19.00,Yes,Travel_Rarely,528.00,Sales,22.00,1.00,Marketing,4.00,Male,50.00,3.00,1.00,Sales Representative,3.00,Single,"1,675.00","26,820.00",1.00,Yes,19.00,3.00,4.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00
22.00,No,Travel_Rarely,594.00,Research & Development,2.00,1.00,Technical Degree,3.00,Male,100.00,3.00,1.00,Laboratory Technician,4.00,Married,"2,523.00","19,299.00",0.00,No,14.00,3.00,3.00,1.00,3.00,2.00,3.00,2.00,1.00,2.00,1.00
49.00,No,Travel_Rarely,470.00,Research & Development,20.00,4.00,Medical,3.00,Female,96.00,3.00,2.00,Manufacturing Director,1.00,Married,"6,567.00","5,549.00",1.00,No,14.00,3.00,3.00,0.00,16.00,2.00,2.00,15.00,11.00,5.00,11.00
43.00,No,Travel_Frequently,957.00,Research & Development,28.00,3.00,Medical,2.00,Female,72.00,4.00,1.00,Research Scientist,3.00,Single,"4,739.00","16,090.00",4.00,No,12.00,3.00,4.00,0.00,18.00,2.00,3.00,3.00,2.00,1.00,2.00
50.00,No,Travel_Frequently,809.00,Sales,12.00,3.00,Marketing,3.00,Female,77.00,3.00,3.00,Sales Executive,4.00,Single,"9,208.00","6,645.00",4.00,No,11.00,3.00,4.00,0.00,16.00,3.00,3.00,2.00,2.00,2.00,1.00
31.00,Yes,Travel_Rarely,542.00,Sales,20.00,3.00,Life Sciences,2.00,Female,71.00,1.00,2.00,Sales Executive,3.00,Married,"4,559.00","24,788.00",3.00,Yes,11.00,3.00,3.00,1.00,4.00,2.00,3.00,2.00,2.00,2.00,2.00
41.00,No,Travel_Rarely,802.00,Sales,9.00,1.00,Life Sciences,3.00,Male,96.00,3.00,3.00,Sales Executive,3.00,Divorced,"8,189.00","21,196.00",3.00,Yes,13.00,3.00,3.00,1.00,12.00,2.00,3.00,9.00,7.00,0.00,7.00
26.00,No,Travel_Rarely,"1,355.00",Human Resources,25.00,1.00,Life Sciences,3.00,Female,61.00,3.00,1.00,Human Resources,3.00,Married,"2,942.00","8,916.00",1.00,No,23.00,4.00,4.00,1.00,8.00,3.00,3.00,8.00,7.00,5.00,7.00
36.00,No,Travel_Rarely,216.00,Research & Development,6.00,2.00,Medical,2.00,Male,84.00,3.00,2.00,Manufacturing Director,2.00,Divorced,"4,941.00","2,819.00",6.00,No,20.00,4.00,4.00,2.00,7.00,0.00,3.00,3.00,2.00,0.00,1.00
51.00,Yes,Travel_Frequently,"1,150.00",Research & Development,8.00,4.00,Life Sciences,1.00,Male,53.00,1.00,3.00,Manufacturing Director,4.00,Single,"10,650.00","25,150.00",2.00,No,15.00,3.00,4.00,0.00,18.00,2.00,3.00,4.00,2.00,0.00,3.00
39.00,No,Travel_Rarely,"1,329.00",Sales,4.00,4.00,Life Sciences,4.00,Female,47.00,2.00,2.00,Sales Executive,3.00,Married,"5,902.00","14,590.00",4.00,No,14.00,3.00,3.00,1.00,17.00,1.00,4.00,15.00,11.00,5.00,9.00
25.00,No,Travel_Rarely,959.00,Sales,28.00,3.00,Life Sciences,1.00,Male,41.00,2.00,2.00,Sales Executive,3.00,Married,"8,639.00","24,835.00",2.00,No,18.00,3.00,4.00,0.00,6.00,3.00,3.00,2.00,2.00,2.00,2.00
30.00,No,Travel_Rarely,"1,240.00",Human Resources,9.00,3.00,Human Resources,3.00,Male,48.00,3.00,2.00,Human Resources,4.00,Married,"6,347.00","13,982.00",0.00,Yes,19.00,3.00,4.00,0.00,12.00,2.00,1.00,11.00,9.00,4.00,7.00
32.00,Yes,Travel_Rarely,"1,033.00",Research & Development,9.00,3.00,Medical,1.00,Female,41.00,3.00,1.00,Laboratory Technician,1.00,Single,"4,200.00","10,224.00",7.00,No,22.00,4.00,1.00,0.00,10.00,2.00,4.00,5.00,4.00,0.00,4.00
45.00,No,Travel_Rarely,"1,316.00",Research & Development,29.00,3.00,Medical,3.00,Male,83.00,3.00,1.00,Research Scientist,4.00,Single,"3,452.00","9,752.00",5.00,No,13.00,3.00,2.00,0.00,9.00,2.00,2.00,6.00,5.00,0.00,3.00
38.00,No,Travel_Rarely,364.00,Research & Development,3.00,5.00,Technical Degree,4.00,Female,32.00,3.00,2.00,Research Scientist,3.00,Single,"4,317.00","2,302.00",3.00,Yes,20.00,4.00,2.00,0.00,19.00,2.00,3.00,3.00,2.00,2.00,2.00
30.00,No,Travel_Rarely,438.00,Research & Development,18.00,3.00,Life Sciences,1.00,Female,75.00,3.00,1.00,Research Scientist,3.00,Single,"2,632.00","23,910.00",1.00,No,14.00,3.00,3.00,0.00,5.00,4.00,2.00,5.00,4.00,0.00,4.00
32.00,No,Travel_Frequently,689.00,Sales,9.00,2.00,Medical,4.00,Male,35.00,1.00,2.00,Sales Executive,4.00,Divorced,"4,668.00","22,812.00",0.00,No,17.00,3.00,4.00,3.00,9.00,2.00,4.00,8.00,7.00,0.00,7.00
30.00,No,Travel_Rarely,201.00,Research & Development,5.00,3.00,Technical Degree,4.00,Female,84.00,3.00,1.00,Research Scientist,1.00,Divorced,"3,204.00","10,415.00",5.00,No,14.00,3.00,4.00,1.00,8.00,3.00,3.00,3.00,2.00,2.00,2.00
30.00,No,Travel_Rarely,"1,427.00",Research & Development,2.00,1.00,Medical,2.00,Male,35.00,2.00,1.00,Laboratory Technician,4.00,Single,"2,720.00","11,162.00",0.00,No,13.00,3.00,4.00,0.00,6.00,3.00,3.00,5.00,3.00,1.00,2.00
41.00,No,Travel_Frequently,857.00,Research & Development,10.00,3.00,Life Sciences,4.00,Male,91.00,2.00,4.00,Manager,1.00,Divorced,"17,181.00","12,888.00",4.00,No,13.00,3.00,2.00,1.00,21.00,2.00,2.00,7.00,6.00,7.00,7.00
41.00,No,Travel_Rarely,933.00,Research & Development,9.00,4.00,Life Sciences,3.00,Male,94.00,3.00,1.00,Laboratory Technician,1.00,Married,"2,238.00","6,961.00",2.00,No,21.00,4.00,4.00,1.00,7.00,2.00,3.00,5.00,0.00,1.00,4.00
19.00,No,Travel_Rarely,"1,181.00",Research & Development,3.00,1.00,Medical,2.00,Female,79.00,3.00,1.00,Laboratory Technician,2.00,Single,"1,483.00","16,102.00",1.00,No,14.00,3.00,4.00,0.00,1.00,3.00,3.00,1.00,0.00,0.00,0.00
40.00,No,Travel_Frequently,"1,395.00",Research & Development,26.00,3.00,Medical,2.00,Female,54.00,3.00,2.00,Research Scientist,2.00,Divorced,"5,605.00","8,504.00",1.00,No,11.00,3.00,1.00,1.00,20.00,2.00,3.00,20.00,7.00,2.00,13.00
35.00,No,Travel_Rarely,662.00,Sales,1.00,5.00,Marketing,3.00,Male,94.00,3.00,3.00,Sales Executive,2.00,Married,"7,295.00","11,439.00",1.00,No,13.00,3.00,1.00,2.00,10.00,3.00,3.00,10.00,8.00,0.00,6.00
53.00,No,Travel_Rarely,"1,436.00",Sales,6.00,2.00,Marketing,2.00,Male,34.00,3.00,2.00,Sales Representative,3.00,Married,"2,306.00","16,047.00",2.00,Yes,20.00,4.00,4.00,1.00,13.00,3.00,1.00,7.00,7.00,4.00,5.00
45.00,No,Travel_Rarely,194.00,Research & Development,9.00,3.00,Life Sciences,2.00,Male,60.00,3.00,2.00,Laboratory Technician,2.00,Divorced,"2,348.00","10,901.00",8.00,No,18.00,3.00,3.00,1.00,20.00,2.00,1.00,17.00,9.00,0.00,15.00
32.00,No,Travel_Frequently,967.00,Sales,8.00,3.00,Marketing,2.00,Female,43.00,3.00,3.00,Sales Executive,4.00,Single,"8,998.00","15,589.00",1.00,No,14.00,3.00,4.00,0.00,9.00,2.00,3.00,9.00,8.00,3.00,7.00
29.00,No,Non-Travel,"1,496.00",Research & Development,1.00,1.00,Technical Degree,4.00,Male,41.00,3.00,2.00,Manufacturing Director,3.00,Married,"4,319.00","26,283.00",1.00,No,13.00,3.00,1.00,1.00,10.00,1.00,3.00,10.00,7.00,0.00,9.00
51.00,No,Travel_Rarely,"1,169.00",Research & Development,7.00,4.00,Medical,2.00,Male,34.00,2.00,2.00,Manufacturing Director,3.00,Married,"6,132.00","13,983.00",2.00,No,17.00,3.00,3.00,0.00,10.00,2.00,3.00,1.00,0.00,0.00,0.00
58.00,No,Travel_Rarely,"1,145.00",Research & Development,9.00,3.00,Medical,2.00,Female,75.00,2.00,1.00,Research Scientist,2.00,Married,"3,346.00","11,873.00",4.00,Yes,20.00,4.00,2.00,1.00,9.00,3.00,2.00,1.00,0.00,0.00,0.00
40.00,No,Travel_Rarely,630.00,Sales,4.00,4.00,Marketing,3.00,Male,67.00,2.00,3.00,Sales Executive,4.00,Married,"10,855.00","8,552.00",7.00,No,11.00,3.00,1.00,1.00,15.00,2.00,2.00,12.00,11.00,2.00,11.00
34.00,No,Travel_Frequently,303.00,Sales,2.00,4.00,Marketing,3.00,Female,75.00,3.00,1.00,Sales Representative,3.00,Married,"2,231.00","11,314.00",6.00,No,18.00,3.00,4.00,1.00,6.00,3.00,3.00,4.00,3.00,1.00,2.00
22.00,No,Travel_Rarely,"1,256.00",Research & Development,19.00,1.00,Medical,3.00,Male,80.00,3.00,1.00,Research Scientist,4.00,Married,"2,323.00","11,992.00",1.00,No,24.00,4.00,1.00,2.00,2.00,6.00,3.00,2.00,2.00,2.00,2.00
27.00,No,Non-Travel,691.00,Research & Development,9.00,3.00,Medical,4.00,Male,57.00,3.00,1.00,Research Scientist,2.00,Divorced,"2,024.00","5,970.00",6.00,No,18.00,3.00,4.00,1.00,6.00,1.00,1.00,2.00,2.00,2.00,2.00
28.00,No,Travel_Rarely,440.00,Research & Development,21.00,3.00,Medical,3.00,Male,42.00,3.00,1.00,Research Scientist,4.00,Married,"2,713.00","6,672.00",1.00,No,11.00,3.00,3.00,1.00,5.00,2.00,1.00,5.00,2.00,0.00,2.00
57.00,No,Travel_Rarely,334.00,Research & Development,24.00,2.00,Life Sciences,3.00,Male,83.00,4.00,3.00,Healthcare Representative,4.00,Divorced,"9,439.00","23,402.00",3.00,Yes,16.00,3.00,2.00,1.00,12.00,2.00,1.00,5.00,3.00,1.00,4.00
27.00,No,Non-Travel,"1,450.00",Research & Development,3.00,3.00,Medical,3.00,Male,79.00,2.00,1.00,Research Scientist,3.00,Divorced,"2,566.00","25,326.00",1.00,Yes,15.00,3.00,4.00,1.00,1.00,2.00,2.00,1.00,1.00,0.00,1.00
50.00,No,Travel_Rarely,"1,452.00",Research & Development,11.00,3.00,Life Sciences,3.00,Female,53.00,3.00,5.00,Manager,2.00,Single,"19,926.00","17,053.00",3.00,No,15.00,3.00,2.00,0.00,21.00,5.00,3.00,5.00,4.00,4.00,4.00
41.00,No,Travel_Rarely,465.00,Research & Development,14.00,3.00,Life Sciences,1.00,Male,56.00,3.00,1.00,Research Scientist,3.00,Divorced,"2,451.00","4,609.00",4.00,No,12.00,3.00,1.00,1.00,13.00,2.00,3.00,9.00,8.00,1.00,8.00
30.00,No,Travel_Rarely,"1,339.00",Sales,5.00,3.00,Life Sciences,2.00,Female,41.00,3.00,3.00,Sales Executive,4.00,Married,"9,419.00","8,053.00",2.00,No,12.00,3.00,3.00,1.00,12.00,2.00,3.00,10.00,9.00,7.00,4.00
38.00,No,Travel_Rarely,702.00,Sales,1.00,4.00,Life Sciences,1.00,Female,59.00,2.00,2.00,Sales Executive,4.00,Single,"8,686.00","12,930.00",4.00,No,22.00,4.00,3.00,0.00,12.00,2.00,4.00,8.00,3.00,0.00,7.00
32.00,No,Travel_Rarely,120.00,Research & Development,6.00,5.00,Life Sciences,3.00,Male,43.00,3.00,1.00,Research Scientist,3.00,Single,"3,038.00","12,430.00",3.00,No,20.00,4.00,1.00,0.00,8.00,2.00,3.00,5.00,4.00,1.00,4.00
27.00,No,Travel_Rarely,"1,157.00",Research & Development,17.00,3.00,Technical Degree,3.00,Male,51.00,3.00,1.00,Research Scientist,2.00,Married,"3,058.00","13,364.00",0.00,Yes,16.00,3.00,4.00,1.00,6.00,3.00,2.00,5.00,2.00,1.00,1.00
19.00,Yes,Travel_Frequently,602.00,Sales,1.00,1.00,Technical Degree,3.00,Female,100.00,1.00,1.00,Sales Representative,1.00,Single,"2,325.00","20,989.00",0.00,No,21.00,4.00,1.00,0.00,1.00,5.00,4.00,0.00,0.00,0.00,0.00
36.00,No,Travel_Frequently,"1,480.00",Research & Development,3.00,2.00,Medical,4.00,Male,30.00,3.00,1.00,Laboratory Technician,2.00,Single,"2,088.00","15,062.00",4.00,No,12.00,3.00,3.00,0.00,13.00,3.00,2.00,8.00,7.00,7.00,2.00
30.00,No,Non-Travel,111.00,Research & Development,9.00,3.00,Medical,3.00,Male,66.00,3.00,2.00,Laboratory Technician,1.00,Divorced,"3,072.00","11,012.00",1.00,No,11.00,3.00,3.00,2.00,12.00,4.00,3.00,12.00,9.00,6.00,10.00
45.00,No,Travel_Rarely,"1,268.00",Sales,4.00,2.00,Life Sciences,3.00,Female,30.00,3.00,2.00,Sales Executive,1.00,Divorced,"5,006.00","6,319.00",4.00,Yes,11.00,3.00,1.00,1.00,9.00,3.00,4.00,5.00,4.00,0.00,3.00
56.00,No,Travel_Rarely,713.00,Research & Development,8.00,3.00,Life Sciences,3.00,Female,67.00,3.00,1.00,Research Scientist,1.00,Divorced,"4,257.00","13,939.00",4.00,Yes,18.00,3.00,3.00,1.00,19.00,3.00,3.00,2.00,2.00,2.00,2.00
33.00,No,Travel_Rarely,134.00,Research & Development,2.00,3.00,Life Sciences,3.00,Male,90.00,3.00,1.00,Research Scientist,4.00,Single,"2,500.00","10,515.00",0.00,No,14.00,3.00,1.00,0.00,4.00,2.00,4.00,3.00,1.00,0.00,2.00
19.00,Yes,Travel_Rarely,303.00,Research & Development,2.00,3.00,Life Sciences,2.00,Male,47.00,2.00,1.00,Laboratory Technician,4.00,Single,"1,102.00","9,241.00",1.00,No,22.00,4.00,3.00,0.00,1.00,3.00,2.00,1.00,0.00,1.00,0.00
46.00,No,Travel_Rarely,526.00,Sales,1.00,2.00,Marketing,2.00,Female,92.00,3.00,3.00,Sales Executive,1.00,Divorced,"10,453.00","2,137.00",1.00,No,25.00,4.00,3.00,3.00,24.00,2.00,3.00,24.00,13.00,15.00,7.00
38.00,No,Travel_Rarely,"1,380.00",Research & Development,9.00,2.00,Life Sciences,3.00,Female,75.00,3.00,1.00,Laboratory Technician,4.00,Single,"2,288.00","6,319.00",1.00,No,12.00,3.00,3.00,0.00,2.00,3.00,3.00,2.00,2.00,2.00,1.00
31.00,No,Travel_Rarely,140.00,Research & Development,12.00,1.00,Medical,3.00,Female,95.00,3.00,1.00,Research Scientist,4.00,Married,"3,929.00","6,984.00",8.00,Yes,23.00,4.00,3.00,1.00,7.00,0.00,3.00,4.00,2.00,0.00,2.00
34.00,No,Travel_Rarely,629.00,Research & Development,27.00,2.00,Medical,4.00,Female,95.00,3.00,1.00,Research Scientist,2.00,Single,"2,311.00","5,711.00",2.00,No,15.00,3.00,4.00,0.00,9.00,3.00,3.00,3.00,2.00,1.00,2.00
41.00,Yes,Travel_Rarely,"1,356.00",Sales,20.00,2.00,Marketing,2.00,Female,70.00,3.00,1.00,Sales Representative,2.00,Single,"3,140.00","21,728.00",1.00,Yes,22.00,4.00,4.00,0.00,4.00,5.00,2.00,4.00,3.00,0.00,2.00
50.00,No,Travel_Rarely,328.00,Research & Development,1.00,3.00,Medical,3.00,Male,86.00,2.00,1.00,Laboratory Technician,3.00,Married,"3,690.00","3,425.00",2.00,No,15.00,3.00,4.00,1.00,5.00,2.00,2.00,3.00,2.00,0.00,2.00
53.00,No,Travel_Rarely,"1,084.00",Research & Development,13.00,2.00,Medical,4.00,Female,57.00,4.00,2.00,Manufacturing Director,1.00,Divorced,"4,450.00","26,250.00",1.00,No,11.00,3.00,3.00,2.00,5.00,3.00,3.00,4.00,2.00,1.00,3.00
33.00,No,Travel_Rarely,931.00,Research & Development,14.00,3.00,Medical,4.00,Female,72.00,3.00,1.00,Research Scientist,2.00,Married,"2,756.00","4,673.00",1.00,No,13.00,3.00,4.00,1.00,8.00,5.00,3.00,8.00,7.00,1.00,6.00
40.00,No,Travel_Rarely,989.00,Research & Development,4.00,1.00,Medical,4.00,Female,46.00,3.00,5.00,Manager,3.00,Married,"19,033.00","6,499.00",1.00,No,14.00,3.00,2.00,1.00,21.00,2.00,3.00,20.00,8.00,9.00,9.00
55.00,No,Travel_Rarely,692.00,Research & Development,14.00,4.00,Medical,3.00,Male,61.00,4.00,5.00,Research Director,2.00,Single,"18,722.00","13,339.00",8.00,No,11.00,3.00,4.00,0.00,36.00,3.00,3.00,24.00,15.00,2.00,15.00
34.00,No,Travel_Frequently,"1,069.00",Research & Development,2.00,1.00,Life Sciences,4.00,Male,45.00,2.00,2.00,Manufacturing Director,3.00,Married,"9,547.00","14,074.00",1.00,No,17.00,3.00,3.00,0.00,10.00,2.00,2.00,10.00,9.00,1.00,9.00
51.00,No,Travel_Rarely,313.00,Research & Development,3.00,3.00,Medical,4.00,Female,98.00,3.00,4.00,Healthcare Representative,2.00,Single,"13,734.00","7,192.00",3.00,No,18.00,3.00,3.00,0.00,21.00,6.00,3.00,7.00,7.00,1.00,0.00
52.00,No,Travel_Rarely,699.00,Research & Development,1.00,4.00,Life Sciences,3.00,Male,65.00,2.00,5.00,Manager,3.00,Married,"19,999.00","5,678.00",0.00,No,14.00,3.00,1.00,1.00,34.00,5.00,3.00,33.00,18.00,11.00,9.00
27.00,No,Travel_Rarely,894.00,Research & Development,9.00,3.00,Medical,4.00,Female,99.00,3.00,1.00,Research Scientist,2.00,Single,"2,279.00","11,781.00",1.00,No,16.00,3.00,4.00,0.00,7.00,2.00,2.00,7.00,7.00,0.00,3.00
35.00,Yes,Travel_Rarely,556.00,Research & Development,23.00,2.00,Life Sciences,2.00,Male,50.00,2.00,2.00,Manufacturing Director,3.00,Married,"5,916.00","15,497.00",3.00,Yes,13.00,3.00,1.00,0.00,8.00,1.00,3.00,1.00,0.00,0.00,1.00
43.00,No,Non-Travel,"1,344.00",Research & Development,7.00,3.00,Medical,4.00,Male,37.00,4.00,1.00,Research Scientist,4.00,Divorced,"2,089.00","5,228.00",4.00,No,14.00,3.00,4.00,3.00,7.00,3.00,4.00,5.00,4.00,2.00,2.00
45.00,No,Non-Travel,"1,195.00",Research & Development,2.00,2.00,Medical,1.00,Male,65.00,2.00,4.00,Manager,4.00,Married,"16,792.00","20,462.00",9.00,No,23.00,4.00,4.00,1.00,22.00,1.00,3.00,20.00,8.00,11.00,8.00
37.00,No,Travel_Rarely,290.00,Research & Development,21.00,3.00,Life Sciences,2.00,Male,65.00,4.00,1.00,Research Scientist,1.00,Married,"3,564.00","22,977.00",1.00,Yes,12.00,3.00,1.00,1.00,8.00,3.00,2.00,8.00,7.00,1.00,7.00
35.00,No,Travel_Frequently,138.00,Research & Development,2.00,3.00,Medical,2.00,Female,37.00,3.00,2.00,Laboratory Technician,2.00,Single,"4,425.00","15,986.00",5.00,No,11.00,3.00,4.00,0.00,10.00,5.00,3.00,6.00,2.00,1.00,2.00
42.00,No,Non-Travel,926.00,Research & Development,21.00,2.00,Medical,3.00,Female,36.00,3.00,2.00,Manufacturing Director,3.00,Divorced,"5,265.00","16,439.00",2.00,No,16.00,3.00,2.00,1.00,11.00,5.00,3.00,5.00,3.00,0.00,2.00
